Date,Confirmed,Deaths,Recovered,Active,NewConfirmed,NewDeaths,NewRecovered
2020-01-22,557,17,30,0,0.0,0.0,0.0
2020-01-23,1097,34,60,0,0.0,0.0,0.0
2020-01-24,941,26,39,0,0.0,0.0,0.0
2020-01-25,1434,42,42,0,0.0,0.0,0.0
2020-01-26,2116,56,56,0,0.0,0.0,0.0
2020-01-27,2925,82,65,0,0.0,0.0,0.0
2020-01-28,5576,131,108,0,0.0,0.0,0.0
2020-01-29,6160,133,127,0,0.0,0.0,0.0
2020-01-30,8228,172,145,0,0.0,0.0,0.0
2020-01-31,9918,214,225,0,0.0,0.0,0.0
2020-02-01,12030,260,287,0,0.0,0.0,0.0
2020-02-02,16779,364,476,0,0.0,0.0,0.0
2020-02-03,19873,428,627,0,0.0,0.0,0.0
2020-02-04,23882,494,857,0,0.0,0.0,0.0
2020-02-05,27624,566,1129,0,0.0,0.0,0.0
2020-02-06,30806,636,1492,0,0.0,0.0,0.0
2020-02-07,34380,721,2015,0,0.0,0.0,0.0
2020-02-08,37105,808,2615,0,0.0,0.0,0.0
2020-02-09,40135,908,3244,0,0.0,0.0,0.0
2020-02-10,42745,1015,3946,0,0.0,0.0,0.0
2020-02-11,44786,1115,4681,0,0.0,0.0,0.0
2020-02-12,45205,1120,5148,0,0.0,0.0,0.0
2020-02-13,60352,1373,6291,0,0.0,0.0,0.0
2020-02-14,66869,1525,8054,0,0.0,0.0,0.0
2020-02-15,69012,1668,9389,0,0.0,0.0,0.0
2020-02-16,71205,1772,10859,0,0.0,0.0,0.0
2020-02-17,73239,1870,12576,0,0.0,0.0,0.0
2020-02-18,75117,2009,14339,0,0.0,0.0,0.0
2020-02-19,75620,2124,16106,0,0.0,0.0,0.0
2020-02-20,76178,2249,18164,0,0.0,0.0,0.0
2020-02-21,76822,2253,18877,0,0.0,0.0,0.0
2020-02-22,78578,2461,22874,0,0.0,0.0,0.0
2020-02-23,78965,2472,23379,0,0.0,0.0,0.0
2020-02-24,79554,2632,25209,0,0.0,0.0,0.0
2020-02-25,80400,2711,27887,0,0.0,0.0,0.0
2020-02-26,81381,2773,30368,0,0.0,0.0,0.0
2020-02-27,82737,2817,33260,0,0.0,0.0,0.0
2020-02-28,84107,2875,36692,0,0.0,0.0,0.0
2020-02-29,85990,2945,39763,0,0.0,0.0,0.0
2020-03-01,88340,3000,42699,0,0.0,0.0,0.0
2020-03-02,90277,3090,45583,0,0.0,0.0,0.0
2020-03-03,92823,3164,48206,0,0.0,0.0,0.0
2020-03-04,95075,3259,51148,0,0.0,0.0,0.0
2020-03-05,97880,3354,53774,0,0.0,0.0,0.0
2020-03-06,101680,3468,55842,0,0.0,0.0,0.0
2020-03-07,105733,3572,58334,0,0.0,0.0,0.0
2020-03-08,109707,3814,60671,0,0.0,0.0,0.0
2020-03-09,113709,4018,62488,0,0.0,0.0,0.0
2020-03-10,118508,4281,64376,0,0.0,0.0,0.0
2020-03-11,125767,4640,66973,0,0.0,0.0,0.0
2020-03-12,128370,4761,68295,0,0.0,0.0,0.0
2020-03-13,145044,5458,70222,0,0.0,0.0,0.0
2020-03-14,155875,5884,72587,0,0.0,0.0,0.0
2020-03-15,167038,6546,75991,0,0.0,0.0,0.0
2020-03-16,181124,7258,78046,0,0.0,0.0,0.0
2020-03-17,196656,8093,80783,0,0.0,0.0,0.0
2020-03-18,214278,8994,83248,0,0.0,0.0,0.0
2020-03-19,241964,10146,84886,0,0.0,0.0,0.0
2020-03-20,271650,11669,87315,0,0.0,0.0,0.0
2020-03-21,304061,13425,91541,0,0.0,0.0,0.0
2020-03-22,338540,15225,97225,226599,-16306.0,-200.0,0.0
2020-03-23,378746,17284,100942,261429,47235.0,2598.0,5917.0
2020-03-24,417967,19595,107681,292363,13389.0,1505.0,4648.0
2020-03-25,468150,22490,113742,333529,37513.0,2650.0,5474.0
2020-03-26,529735,25583,122124,384803,43599.0,2828.0,8365.0
2020-03-27,593575,29086,130898,436766,46186.0,3130.0,8774.0
2020-03-28,663739,32917,139406,494794,48148.0,3319.0,8508.0
2020-03-29,720948,36555,149062,540466,40823.0,3253.0,9656.0
2020-03-30,783102,40756,164436,586879,41344.0,3701.0,15374.0
2020-03-31,859950,45715,178006,646596,50750.0,4093.0,13570.0
2020-04-01,938959,51643,193328,702438,50770.0,4616.0,15322.0
2020-04-02,1019743,57967,210514,760926,50777.0,5124.0,17186.0
2020-04-03,1103460,64230,226021,824481,51874.0,5088.0,15507.0
2020-04-04,1183807,70627,246372,884368,48376.0,5027.0,20351.0
2020-04-05,1254957,76117,260228,941107,44371.0,4250.0,13856.0
2020-04-06,1328035,82180,276860,993208,43216.0,4800.0,16632.0
2020-04-07,1401081,90121,300270,1038251,44602.0,5979.0,23410.0
2020-04-08,1486595,97210,329043,1090378,53088.0,5147.0,28773.0
2020-04-09,1569991,104929,354263,1144547,51506.0,5935.0,25220.0
2020-04-10,1663005,112425,376320,1212696,58651.0,5402.0,22057.0
2020-04-11,1741022,118952,402327,1261997,48857.0,4715.0,26007.0
2020-04-12,1839380,125387,421908,1337878,71468.0,4828.0,19581.0
2020-04-13,1910292,131500,448931,1386695,45733.0,4558.0,27023.0
2020-04-14,1981619,138610,474522,1430501,44974.0,4804.0,25591.0
2020-04-15,2063196,147503,511149,1471493,52206.0,6431.0,36627.0
2020-04-16,2158380,157597,542300,1530370,64992.0,5517.0,31151.0
2020-04-17,2246538,168222,568597,1586996,56434.0,6774.0,26297.0
2020-04-18,2327299,174373,592520,1645774,49381.0,4313.0,23923.0
2020-04-19,2406481,180580,624232,1694131,53933.0,4213.0,31712.0
2020-04-20,2478151,186493,646255,1739910,45835.0,4394.0,22023.0
2020-04-21,2555022,193360,680295,1779972,49686.0,4648.0,34040.0
2020-04-22,2634385,200350,709830,1826262,50234.0,4826.0,29535.0
2020-04-23,2713738,208703,738572,1872584,52744.0,5089.0,28742.0
2020-04-24,2815907,215312,793484,1933323,68259.0,4754.0,54912.0
2020-04-25,2902466,221393,816725,1993128,53988.0,4309.0,23241.0
2020-04-26,2975853,225949,865980,2021567,47153.0,3377.0,49255.0
2020-04-27,3047262,231348,894329,2064525,47368.0,4028.0,28349.0
2020-04-28,3122251,237825,928961,2104258,50950.0,4416.0,34632.0
2020-04-29,3201359,244833,972917,2134045,51850.0,4600.0,43956.0
2020-04-30,3264847,250829,1015101,2183473,34533.0,4119.0,42184.0
2020-05-01,3352444,256400,1053579,2238508,54320.0,3671.0,38478.0
2020-05-02,3434567,262239,1093136,2289100,54843.0,4248.0,39557.0
2020-05-03,3511394,266672,1125477,2336285,52846.0,3085.0,32341.0
2020-05-04,3587363,271513,1162964,2378333,54168.0,3596.0,37487.0
2020-05-05,3666620,277344,1199005,2419333,56001.0,3858.0,36041.0
2020-05-06,3760422,284131,1245699,2461041,70355.0,4633.0,46694.0
2020-05-07,3851319,290307,1285084,2512289,62406.0,4008.0,39385.0
2020-05-08,3943022,295970,1322256,2566143,65079.0,4182.0,37172.0
2020-05-09,4027989,300969,1375721,2607716,60642.0,3437.0,53465.0
2020-05-10,4105538,305107,1409292,2652795,58626.0,3356.0,33571.0
2020-05-11,4180750,309408,1456412,2694178,57406.0,3150.0,47120.0
2020-05-12,4266190,315180,1493638,2734577,63181.0,4154.0,37226.0
2020-05-13,4351287,320626,1548787,2773779,65400.0,3842.0,55149.0
2020-05-14,4444168,326167,1588128,2795317,66108.0,3369.0,67620.0
2020-05-15,4544460,331867,1637397,2845535,76170.0,4162.0,49269.0
2020-05-16,4635772,336374,1693346,2894794,67343.0,3371.0,55949.0
2020-05-17,4716270,340315,1734213,2934583,61608.0,3114.0,40867.0
2020-05-18,4804636,344312,1787120,2978472,67385.0,3192.0,52907.0
2020-05-19,4899546,349301,1839187,3166406,75321.0,3565.0,-98309.0
2020-05-20,5001583,354707,1897700,3345669,50409.0,2463.0,46533.0
2020-05-21,5106889,359762,1948928,3410191,81270.0,3835.0,51228.0
2020-05-22,5216630,365450,2056728,3467786,86074.0,4479.0,107800.0
2020-05-23,5315184,369863,2112133,3526598,78903.0,3376.0,55405.0
2020-05-24,5410897,373389,2168598,3578602,75992.0,2907.0,56465.0
2020-05-25,5499870,375034,2231779,3618604,69941.0,1131.0,63181.0
2020-05-26,5593801,379843,2286935,3521002,76464.0,4157.0,55156.0
2020-05-27,5695337,385058,2350001,3572640,83245.0,3801.0,63066.0
2020-05-28,5813615,390066,2415879,3699783,91655.0,3338.0,62461.0
2020-05-29,5929622,395099,2493373,3756689,91907.0,3850.0,77494.0
2020-05-30,6062485,399596,2564528,3842731,110179.0,3547.0,71155.0
2020-05-31,6166368,402905,2641228,3907555,85127.0,2725.0,76700.0
2020-06-01,6269718,406634,2695936,3969276,72580.0,2817.0,50562.0
2020-06-02,6391828,411897,2729443,4048042,102979.0,4333.0,33507.0
2020-06-03,6507301,417487,2804885,4119086,97043.0,4636.0,75442.0
2020-06-04,6642802,423046,2869883,4201164,109057.0,4555.0,64998.0
2020-06-05,6782602,428362,3013058,4289696,108594.0,4154.0,143175.0
2020-06-06,6904281,432532,3085759,4365957,100633.0,3485.0,72701.0
2020-06-07,7017120,435799,3140854,4442292,95519.0,2828.0,55095.0
2020-06-08,7126211,440355,3293390,4128253,92604.0,4091.0,436488.0
2020-06-09,7250986,445373,3375643,4178852,105111.0,4093.0,82248.0
2020-06-10,7371427,450378,3454810,4231647,98388.0,4136.0,78636.0
2020-06-11,7523351,456015,3540696,4309308,130435.0,4824.0,85886.0
2020-06-12,7640864,460392,3613273,4367912,92114.0,3558.0,72577.0
2020-06-13,7773608,464880,3698258,4432041,108741.0,3793.0,84985.0
2020-06-14,7906895,468602,3769700,4506555,114475.0,3405.0,71442.0
2020-06-15,8045469,473068,3857394,4570123,118105.0,4080.0,87694.0
2020-06-16,8187327,480112,3955247,4624901,117483.0,6288.0,97853.0
2020-06-17,8364105,485615,4074077,4716566,150268.0,4770.0,118830.0
2020-06-18,8505837,490955,4155242,4783380,114513.0,4652.0,81165.0
2020-06-19,8686566,497335,4245895,4878954,150477.0,5749.0,90653.0
2020-06-20,8838797,501839,4378402,4894337,121061.0,3952.0,132507.0
2020-06-21,8967316,506383,4447182,4992041,102977.0,4271.0,68780.0
2020-06-22,9114551,510513,4526436,5078225,117381.0,3727.0,79254.0
2020-06-23,9282574,515997,4630474,5150818,130856.0,4788.0,104038.0
2020-06-24,9450216,521401,4746192,5215126,131811.0,4672.0,115718.0
2020-06-25,9630420,528317,4839023,5305967,141440.0,4505.0,92831.0
2020-06-26,9823449,533425,4944925,5406771,144585.0,4489.0,105902.0
2020-06-27,9999244,538191,5051153,5491329,135209.0,4281.0,106228.0
2020-06-28,10172792,541864,5140271,5582733,131068.0,3372.0,89118.0
2020-06-29,10324736,545838,5235190,5427823,110917.0,3661.0,94919.0
2020-06-30,10508195,551781,5352667,5499939,135393.0,4746.0,117477.0
2020-07-01,10722700,557046,5577067,5499573,166621.0,4628.0,224400.0
2020-07-02,10896715,562528,5753446,5551914,121154.0,4780.0,176379.0
2020-07-03,11102989,567837,5863275,5654246,152497.0,4643.0,109829.0
2020-07-04,11291871,572582,6058920,5756775,143529.0,4476.0,195645.0
2020-07-05,11478228,576479,6178402,5833152,133486.0,3595.0,119482.0
2020-07-06,11649436,580721,6302109,5895061,127897.0,3889.0,123707.0
2020-07-07,11857625,587046,6447147,5967628,151524.0,5210.0,145038.0
2020-07-08,12072456,592616,6605163,6038389,155619.0,4793.0,158016.0
2020-07-09,12295715,598449,6739826,6140492,164214.0,4830.0,134663.0
2020-07-10,12527324,604162,6879277,6243407,164052.0,4944.0,139451.0
2020-07-11,12742045,609321,7005038,6347533,155201.0,4426.0,125761.0
2020-07-12,12934880,613622,7116853,6439488,133584.0,3893.0,111815.0
2020-07-13,13131149,618120,7257244,6515870,129401.0,3914.0,140391.0
2020-07-14,13350399,624050,7399401,6606219,162180.0,5219.0,142157.0
2020-07-15,13580726,629937,7559204,6701840,165492.0,4980.0,159803.0
2020-07-16,13822777,636073,7711592,6811417,172626.0,5189.0,152388.0
2020-07-17,14068272,642956,7895068,6891907,180422.0,5990.0,183476.0
2020-07-18,14304344,649477,8045835,6980435,160443.0,5489.0,150767.0
2020-07-19,14516858,654333,8133852,7110841,153783.0,4434.0,88017.0
2020-07-20,14719071,657849,8290752,7196335,142529.0,3116.0,156900.0
2020-07-21,14968499,664476,8467517,7279153,181569.0,5601.0,176765.0
2020-07-22,15243479,671882,8646272,7404895,208441.0,6202.0,178755.0
2020-07-23,15523163,678531,8823667,7529562,212913.0,5582.0,177395.0
2020-07-24,15807529,685096,9051967,7609047,211410.0,5376.0,228300.0
2020-07-25,16056175,691183,9271779,7656071,186373.0,5134.0,219812.0
2020-07-26,16261367,695337,9409710,7748207,148779.0,3597.0,137931.0
2020-07-27,16504077,700889,9586463,7832739,183456.0,4460.0,176753.0
2020-07-28,16719464,706988,9721635,7926451,151190.0,4971.0,135172.0
2020-07-29,17037901,714352,9959507,8054721,253425.0,5989.0,237872.0
2020-07-30,17320299,721258,10173026,8143448,213387.0,5497.0,213519.0
2020-07-31,17607667,727898,10372632,8251747,223750.0,5435.0,199606.0
2020-08-01,17854542,733908,10553543,8343588,189120.0,4905.0,180911.0
2020-08-02,18085518,738603,10692267,8445755,184240.0,4220.0,138724.0
2020-08-03,18292815,743467,10914712,8474521,165370.0,4278.0,222445.0
2020-08-04,18558420,750662,11135939,8520374,203597.0,5919.0,221227.0
2020-08-05,18833056,758052,11357634,8621291,224988.0,6231.0,221695.0
2020-08-06,19120006,765501,11546441,8731807,227552.0,5658.0,188807.0
2020-08-07,19402658,772261,11738487,8846147,222723.0,5468.0,192046.0
2020-08-08,19668261,778277,11938731,8924107,201742.0,4963.0,200244.0
2020-08-09,19902073,783471,12117482,8986830,179131.0,4626.0,178751.0
2020-08-10,20136916,788844,12281693,9055295,183756.0,4864.0,164211.0
2020-08-11,20400631,795455,12586761,9055183,204853.0,5338.0,305068.0
2020-08-12,20686122,802648,12828273,9140626,231436.0,5676.0,241512.0
2020-08-13,20965325,809221,12991322,9270221,228477.0,5549.0,163049.0
2020-08-14,21271043,815789,13274564,9388836,236292.0,5289.0,283242.0
2020-08-15,21522933,821844,13443168,9422879,199509.0,5001.0,168604.0
2020-08-16,21733669,826640,13676122,9421325,175755.0,4194.0,232954.0
2020-08-17,21947257,831262,13887134,9455850,176614.0,4173.0,211012.0
2020-08-18,22206466,838309,14114729,9513524,214547.0,5837.0,227595.0
2020-08-19,22483204,844751,14332726,9594501,231979.0,5685.0,217997.0
2020-08-20,22754568,851177,14540516,9678088,226371.0,5362.0,207790.0
2020-08-21,23017140,856953,14709010,9783706,214651.0,4673.0,168494.0
2020-08-22,23269527,862351,14908069,9854611,207170.0,4444.0,199059.0
2020-08-23,23483447,867054,15135051,9871622,182100.0,4232.0,226982.0
2020-08-24,23713087,871898,15334472,9914923,195718.0,4396.0,199421.0
2020-08-25,23958083,878457,15566021,9969768,202850.0,5352.0,231549.0
2020-08-26,24237896,884985,15791656,10048383,239905.0,5423.0,225635.0
2020-08-27,24522069,891213,16000170,10139461,234202.0,5116.0,208514.0
2020-08-28,24806480,897057,16199748,10243735,238401.0,4930.0,199578.0
2020-08-29,25068079,902845,16411128,10323673,217858.0,4838.0,211380.0
2020-08-30,25287896,907113,16621343,10352581,185966.0,3838.0,210215.0
2020-08-31,25554921,911487,16822116,10449437,231759.0,3940.0,200773.0
2020-09-01,25822162,918101,17077390,10488766,225078.0,5560.0,255274.0
2020-09-02,26103426,924422,17295477,10583248,242566.0,5259.0,218087.0
2020-09-03,26381436,930520,17516846,10665690,240788.0,5091.0,221369.0
2020-09-04,26675213,936088,17721277,10796584,245298.0,4629.0,204431.0
2020-09-05,26948723,941195,17921784,10880339,230372.0,4315.0,200507.0
2020-09-06,27186696,945594,18143126,10915360,209088.0,3975.0,221342.0
2020-09-07,27399603,955007,18329624,10966347,187982.0,9104.0,186498.0
2020-09-08,27642844,960119,18529250,11025116,216859.0,4653.0,199626.0
2020-09-09,27937106,966613,18781962,11103092,260171.0,5380.0,252712.0
2020-09-10,28239846,972611,18998623,11195227,264886.0,5109.0,216661.0
2020-09-11,28556385,978604,19222293,11309291,272230.0,4863.0,223670.0
2020-09-12,28845834,983667,19445227,11400161,243825.0,4333.0,222934.0
2020-09-13,29094947,987624,19633075,11468472,208806.0,3579.0,187848.0
2020-09-14,29278223,991173,19782282,11524925,151128.0,3139.0,149207.0
2020-09-15,29642345,998798,20086277,11609739,327310.0,6445.0,303995.0
2020-09-16,29946499,1004666,20315754,11715961,266958.0,4945.0,229477.0
2020-09-17,30262129,1010311,20535965,11833560,270616.0,4821.0,220211.0
2020-09-18,30589059,1016166,20787114,11918827,277116.0,4903.0,251149.0
2020-09-19,30882961,1021437,21024099,11990936,248342.0,4616.0,236985.0
2020-09-20,31138722,1025409,21261176,12030161,213954.0,3735.0,237077.0
2020-09-21,31398736,1029835,21506654,12080414,228525.0,4024.0,245478.0
2020-09-22,31683028,1035994,21724452,12172705,246461.0,5152.0,217798.0
2020-09-23,31993227,1042535,21987865,12230416,270520.0,5507.0,263413.0
2020-09-24,32314647,1048198,22243535,12362084,272723.0,4784.0,255670.0
2020-09-25,32650093,1054215,22482743,12470085,283751.0,5114.0,239208.0
2020-09-26,32935882,1059645,22744886,12536503,241830.0,4687.0,262143.0
2020-09-27,33183608,1063517,22958765,12589795,213794.0,3582.0,213879.0
2020-09-28,33445933,1067624,23181307,12650233,225976.0,3784.0,222542.0
2020-09-29,33728933,1073688,23421346,12713129,240630.0,5196.0,240039.0
2020-09-30,34053284,1080119,23669564,12817131,284758.0,5523.0,248218.0
2020-10-01,34366260,1088868,23882865,12941757,267227.0,7855.0,213301.0
2020-10-02,34703592,1094737,24063391,13074898,283801.0,5006.0,180526.0
2020-10-03,34986631,1099531,24318992,13175927,234024.0,4129.0,255601.0
2020-10-04,35260503,1103567,24541151,13231110,240924.0,3669.0,222159.0
2020-10-05,35571660,1110648,24778619,13310574,273402.0,6629.0,237468.0
2020-10-06,35887122,1116503,25009732,13428542,271073.0,5165.0,231113.0
2020-10-07,36234344,1122427,25264923,13575712,299620.0,5037.0,255191.0
2020-10-08,36596676,1128802,25484500,13737584,304880.0,5422.0,219577.0
2020-10-09,36956685,1134974,25691357,13906815,305362.0,5235.0,206857.0
2020-10-10,37309299,1139873,25886762,14090071,298008.0,4263.0,195405.0
2020-10-11,37598560,1144047,26109402,14175531,243139.0,3738.0,222640.0
2020-10-12,37890958,1148163,26309717,14293692,249680.0,3741.0,200315.0
2020-10-13,38210052,1153525,26498938,14439508,269214.0,4612.0,189221.0
2020-10-14,38590731,1159686,26711281,14639735,322544.0,5184.0,212343.0
2020-10-15,38998000,1165883,26918202,14861579,344082.0,5381.0,206921.0
2020-10-16,39408095,1172081,27121216,15104133,340788.0,5299.0,203014.0
2020-10-17,39779819,1177778,27319499,15292976,317618.0,4948.0,198283.0
2020-10-18,40111108,1181699,27521010,15418427,279589.0,3511.0,201511.0
